file,Study_Name,Site_Name,Observational,Latitude_decimal_degrees,Longitude_decimal_degrees,Altitude__m,Country,Sample_StartDate_Month,Sample_StartDate_Year,Sample_EndDate_Month,Sample_EndDate_Year,ExtractionMethod,Sampled_Area,Sampled_Area_Unit,Sample_Effort,PH,PH_Collection_Method,PH_mean,CEC,CEC_unit,CEC_mean,Base_Saturation_percent,BaseSaturation_mean,Organic_Carbon__percent,OC_mean,Soil_Organic_Matter__percent,SOM_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,USDA_SoilTexture,Soil_Moisture_percent,WRB_FAO_SoilType,LandUse,HabitatCover,Management_System,Tillage,Pesticide,Fertilizer,Selectively_harvested,Clear_cut,Fire,Grazing_all_year,Rotation,Monoculture,Planted,Habitat_as_described,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Abundance,Site_AbundanceUnits
000_FonteUnpublished,FonteEcuador,187,Observation,-1.85221,-78.65783482,3457,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,5.9,no,NA,NA,38,41,21,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,301.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,188,Observation,-1.8591,-78.65396268,3423,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,8.5,no,NA,NA,38,45,17,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,58.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,189,Observation,-1.85274,-78.66140971,3482,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,5.5,no,NA,NA,34,51,15,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,642.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,190,Observation,-1.84935,-78.65503561,3427,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.5,no,NA,NA,42,45,13,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,66.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,191,Observation,-1.85206,-78.65564296,3411,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.6,no,NA,NA,36,49,15,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,88,Individuals per m2
000_FonteUnpublished,FonteEcuador,192,Observation,-1.86387,-78.64148677,3116,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.4,no,NA,NA,39,53,8,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,193,Observation,-1.86587,-78.64609281,3281,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.8,no,NA,NA,39,49,12,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,194,Observation,-1.87185,-78.64916632,3283,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.6,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1,no,NA,NA,63,33,4,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,195,Observation,-1.87325,-78.65225493,3207,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.3,no,NA,NA,45,47,8,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,196,Observation,-1.87432,-78.63706174,2987,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.5,no,NA,NA,37,51,12,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,197,Observation,-1.84447,-78.65215822,3303,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.2,no,NA,NA,33,49,18,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,10.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,198,Observation,-1.8571,-78.65506135,3420,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3,no,NA,NA,39,45,16,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,98.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,199,Observation,-1.85418,-78.65282822,3339,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2,no,NA,NA,39,47,14,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,10.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,200,Observation,-1.85029,-78.64843127,3287,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.6,no,NA,NA,35,57,8,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,201,Observation,-1.85146,-78.6503882,3250,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,8.4,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.7,no,NA,NA,47,47,6,no,NA,NA,Andosols,Production - Wood plantation,Mixed forest,Tree plantations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecualyptus and/or pine,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,202,Observation,-1.8504,-78.66112529,3495,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,5.1,no,NA,NA,30,49,21,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,2.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,203,Observation,-1.84866,-78.66511642,3520,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.3,Unknown,no,NA,NA,NA,NA,NA,NA,NA,6.5,no,NA,NA,32,49,19,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,29.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,204,Observation,-1.84892,-78.66584377,3518,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,6.1,no,NA,NA,32,45,23,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,101.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,205,Observation,-1.85109,-78.66467302,3514,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,6.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,7.2,no,NA,NA,34,45,21,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,29.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,206,Observation,-1.84977,-78.66471967,3523,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,5.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,8.9,no,NA,NA,34,49,17,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,80,Individuals per m2
000_FonteUnpublished,FonteEcuador,207,Observation,-1.86869,-78.64975449,3303,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.9,no,NA,NA,48,41,11,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,208,Observation,-1.86508,-78.64161093,3155,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.1,no,NA,NA,48,41,11,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,209,Observation,-1.86629,-78.64165423,3148,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.1,no,NA,NA,50,39,1,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,210,Observation,-1.871120567,-78.63603289,3036,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,9.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.9,no,NA,NA,42,51,7,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,211,Observation,-1.86975,-78.64827973,3301,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.3,no,NA,NA,50,39,11,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,212,Observation,-1.85277,-78.65481551,3407,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.9,no,NA,NA,38,49,13,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,18.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,213,Observation,-1.85086,-78.65586014,3453,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.5,no,NA,NA,36,47,17,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,21.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,214,Observation,-1.85296,-78.6525064,3355,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.7,no,NA,NA,48,39,13,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,13.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,215,Observation,-1.85021,-78.65394744,3406,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.2,no,NA,NA,42,43,15,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,48,Individuals per m2
000_FonteUnpublished,FonteEcuador,216,Observation,-1.86074,-78.65079819,3375,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.7,no,NA,NA,42,43,15,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barley,NA,NA,NA,NA,18.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,217,Observation,-1.86136,-78.63752825,3098,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1,no,NA,NA,50,41,9,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maize,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,218,Observation,-1.86273,-78.63788577,3029,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,8.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.8,no,NA,NA,50,41,9,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maize,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,219,Observation,-1.86916,-78.63308883,2954,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.6,no,NA,NA,50,43,7,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maize,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,220,Observation,-1.87121,-78.63205293,2963,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,8.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.4,no,NA,NA,60,35,5,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maize,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,221,Observation,-1.87547,-78.63568567,2958,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,8.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,0.6,no,NA,NA,60,35,5,no,NA,NA,Andosols,Production - Crop plantations,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maize,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,222,Observation,-1.84795,-78.65770565,3398,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.5,no,NA,NA,38,47,15,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,58.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,223,Observation,-1.8498,-78.65802665,3425,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.4,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.7,no,NA,NA,38,45,17,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,88,Individuals per m2
000_FonteUnpublished,FonteEcuador,224,Observation,-1.85003,-78.65814313,3428,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.8,no,NA,NA,34,47,19,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,144,Individuals per m2
000_FonteUnpublished,FonteEcuador,225,Observation,-1.84959,-78.6573711,3424,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.1,no,NA,NA,34,45,21,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,85.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,226,Observation,-1.84794,-78.65803807,3427,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,5.1,no,NA,NA,34,47,19,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,77.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,227,Observation,-1.86591,-78.64134929,3138,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.6,no,NA,NA,47,45,8,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,32,Individuals per m2
000_FonteUnpublished,FonteEcuador,228,Observation,-1.87333,-78.64920928,3267,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2,no,NA,NA,45,49,6,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,229,Observation,-1.87173,-78.63580747,3075,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.2,no,NA,NA,75,21,4,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,0,Individuals per m2
000_FonteUnpublished,FonteEcuador,230,Observation,-1.87223,-78.64129593,3135,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.6,Unknown,no,NA,NA,NA,NA,NA,NA,NA,1.7,no,NA,NA,43,49,8,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,66.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,231,Observation,-1.86202,-78.63786876,3022,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.8,no,NA,NA,45,45,10,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,40,Individuals per m2
000_FonteUnpublished,FonteEcuador,232,Observation,-1.84849,-78.65487503,3410,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.8,no,NA,NA,42,45,13,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,5.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,233,Observation,-1.85435,-78.65434626,3327,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.4,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.3,no,NA,NA,40,43,17,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,224,Individuals per m2
000_FonteUnpublished,FonteEcuador,234,Observation,-1.83691,-78.65591433,3388,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.4,no,NA,NA,40,47,13,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,58.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,235,Observation,-1.8518,-78.65004636,3231,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,8.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4,no,NA,NA,40,45,15,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,301.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,236,Observation,-1.86253,-78.65029271,3356,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.8,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.2,no,NA,NA,48,41,11,no,NA,NA,Andosols,Secondary vegetation,Shrub,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgerow,NA,NA,NA,NA,194.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,237,Observation,-1.85596,-78.6599411,3441,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.5,no,NA,NA,40,41,19,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,74.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,238,Observation,-1.86164,-78.65829854,3426,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7.3,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4.6,no,NA,NA,42,45,13,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,40,Individuals per m2
000_FonteUnpublished,FonteEcuador,239,Observation,-1.8594,-78.65384549,3423,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7.2,Unknown,no,NA,NA,NA,NA,NA,NA,NA,5.1,no,NA,NA,40,43,17,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,45.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,240,Observation,-1.85418,-78.65756271,3452,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.7,no,NA,NA,40,41,19,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,128,Individuals per m2
000_FonteUnpublished,FonteEcuador,241,Observation,-1.84889,-78.65597053,3394,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,7.5,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.9,no,NA,NA,38,43,19,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,50.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,242,Observation,-1.84863,-78.65491079,3416,Ecuador,7,2015,7,2015,Hand sorting,625,cm2,1,8.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2,no,NA,NA,46,43,11,no,NA,NA,Andosols,Production - Arable,Cropland,Annual crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Potato,NA,NA,NA,NA,18.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,243,Observation,-1.84937,-78.66109071,3491,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,4,no,NA,NA,36,43,21,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,82.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,244,Observation,-1.849499829,-78.65763175,3427,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.3,no,NA,NA,40,47,13,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,330.7,Individuals per m2
000_FonteUnpublished,FonteEcuador,245,Observation,-1.84931,-78.66077634,3486,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.2,no,NA,NA,30,49,21,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,85.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,246,Observation,-1.8506,-78.65867243,3440,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,6.9,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.9,no,NA,NA,34,47,19,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,261.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,247,Observation,-1.85054,-78.65824128,3432,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.8,no,NA,NA,34,49,17,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,184,Individuals per m2
000_FonteUnpublished,FonteEcuador,248,Observation,-1.8503,-78.65592376,3445,Ecuador,4,2015,4,2015,Hand sorting,625,cm2,1,7.7,Unknown,no,NA,NA,NA,NA,NA,NA,NA,2.6,no,NA,NA,40,45,15,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,109.3,Individuals per m2
000_FonteUnpublished,FonteEcuador,249,Observation,-1.86181,-78.6520006,3379,Ecuador,5,2015,5,2015,Hand sorting,625,cm2,1,7.4,Unknown,no,NA,NA,NA,NA,NA,NA,NA,3.7,no,NA,NA,48,39,13,no,NA,NA,Andosols,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live grass barrier,NA,NA,NA,NA,346.7,Individuals per m2
